timestamp,values,sample_rate,frequency,noise_level
2025-01-11 21:16:09.236198,-0.14308146379927786,1000,60.71014397439195,0.2
2025-01-11 21:16:09.237198,0.5376983621858464,1000,60.71014397439195,0.2
2025-01-11 21:16:09.238198,0.6367803618619369,1000,60.71014397439195,0.2
2025-01-11 21:16:09.239198,0.9666204025120186,1000,60.71014397439195,0.2
2025-01-11 21:16:09.240198,0.9227518824022412,1000,60.71014397439195,0.2
2025-01-11 21:16:09.241198,1.1439733580364955,1000,60.71014397439195,0.2
2025-01-11 21:16:09.242198,0.6939473450299057,1000,60.71014397439195,0.2
2025-01-11 21:16:09.243198,0.10277373371259074,1000,60.71014397439195,0.2
2025-01-11 21:16:09.244198,-0.38898203582330887,1000,60.71014397439195,0.2
2025-01-11 21:16:09.245198,-0.38513329910005895,1000,60.71014397439195,0.2
2025-01-11 21:16:09.246198,-0.3512234395932331,1000,60.71014397439195,0.2
2025-01-11 21:16:09.247198,-0.6019161014828107,1000,60.71014397439195,0.2
2025-01-11 21:16:09.248198,-0.9067221398329358,1000,60.71014397439195,0.2
2025-01-11 21:16:09.249198,-1.1850336240403796,1000,60.71014397439195,0.2
2025-01-11 21:16:09.250198,-0.9031961677230239,1000,60.71014397439195,0.2
2025-01-11 21:16:09.251198,-0.22551938808312122,1000,60.71014397439195,0.2
2025-01-11 21:16:09.252198,-0.06831844975519703,1000,60.71014397439195,0.2
2025-01-11 21:16:09.253198,0.06704124700089001,1000,60.71014397439195,0.2
2025-01-11 21:16:09.254198,0.2629098592908687,1000,60.71014397439195,0.2
2025-01-11 21:16:09.255198,0.9115006048623323,1000,60.71014397439195,0.2
2025-01-11 21:16:09.256198,1.07741551626477,1000,60.71014397439195,0.2
2025-01-11 21:16:09.257198,0.9287143190065515,1000,60.71014397439195,0.2
2025-01-11 21:16:09.258198,1.0688615375312176,1000,60.71014397439195,0.2
2025-01-11 21:16:09.259198,0.6751366430636331,1000,60.71014397439195,0.2
2025-01-11 21:16:09.260198,-0.02186789826952429,1000,60.71014397439195,0.2
2025-01-11 21:16:09.261198,-0.06561433943107288,1000,60.71014397439195,0.2
2025-01-11 21:16:09.262198,-0.4562104855839643,1000,60.71014397439195,0.2
2025-01-11 21:16:09.263198,-1.1540634149595115,1000,60.71014397439195,0.2
2025-01-11 21:16:09.264198,-1.2212842675704834,1000,60.71014397439195,0.2
2025-01-11 21:16:09.265198,-1.1606362523006744,1000,60.71014397439195,0.2
2025-01-11 21:16:09.266198,-0.5261085029443384,1000,60.71014397439195,0.2
2025-01-11 21:16:09.267198,-1.1715447643199313,1000,60.71014397439195,0.2
2025-01-11 21:16:09.268198,-0.44909660889904196,1000,60.71014397439195,0.2
2025-01-11 21:16:09.269198,0.010458399004908064,1000,60.71014397439195,0.2
2025-01-11 21:16:09.270198,0.20111461756340165,1000,60.71014397439195,0.2
2025-01-11 21:16:09.271198,0.8885245231592903,1000,60.71014397439195,0.2
2025-01-11 21:16:09.272198,1.3244899273977926,1000,60.71014397439195,0.2
2025-01-11 21:16:09.273198,0.989741212270272,1000,60.71014397439195,0.2
2025-01-11 21:16:09.274198,0.7055067423197692,1000,60.71014397439195,0.2
2025-01-11 21:16:09.275198,0.9546536253790645,1000,60.71014397439195,0.2
2025-01-11 21:16:09.276198,0.5954998913884035,1000,60.71014397439195,0.2
2025-01-11 21:16:09.277198,0.2426168761785279,1000,60.71014397439195,0.2
2025-01-11 21:16:09.278198,-0.4513017764455468,1000,60.71014397439195,0.2
2025-01-11 21:16:09.279198,-0.6197379278717468,1000,60.71014397439195,0.2
2025-01-11 21:16:09.280198,-0.48754641851493086,1000,60.71014397439195,0.2
2025-01-11 21:16:09.281198,-0.7073054552846998,1000,60.71014397439195,0.2
2025-01-11 21:16:09.282198,-0.6043149241719961,1000,60.71014397439195,0.2
2025-01-11 21:16:09.283198,-1.0477141068905431,1000,60.71014397439195,0.2
2025-01-11 21:16:09.284198,-0.5218403730055583,1000,60.71014397439195,0.2
2025-01-11 21:16:09.285198,-0.13056801752635147,1000,60.71014397439195,0.2
2025-01-11 21:16:09.286198,0.18940412808015974,1000,60.71014397439195,0.2
2025-01-11 21:16:09.287198,0.4337692197124143,1000,60.71014397439195,0.2
2025-01-11 21:16:09.288198,0.9555800460542031,1000,60.71014397439195,0.2
2025-01-11 21:16:09.289198,0.7861943552936579,1000,60.71014397439195,0.2
2025-01-11 21:16:09.290198,1.5896463035796713,1000,60.71014397439195,0.2
2025-01-11 21:16:09.291198,0.869700366854017,1000,60.71014397439195,0.2
2025-01-11 21:16:09.292198,0.7676011374768331,1000,60.71014397439195,0.2
2025-01-11 21:16:09.293198,0.507940021185805,1000,60.71014397439195,0.2
2025-01-11 21:16:09.294198,0.05922337732434832,1000,60.71014397439195,0.2
2025-01-11 21:16:09.295198,-1.0829672787817626,1000,60.71014397439195,0.2
2025-01-11 21:16:09.296198,-0.8841274890247608,1000,60.71014397439195,0.2
2025-01-11 21:16:09.297198,-0.8630272695959462,1000,60.71014397439195,0.2
2025-01-11 21:16:09.298198,-1.3669879122407562,1000,60.71014397439195,0.2
2025-01-11 21:16:09.299198,-0.8520906258518756,1000,60.71014397439195,0.2
2025-01-11 21:16:09.300198,-0.29154202530815343,1000,60.71014397439195,0.2
2025-01-11 21:16:09.301198,-0.7007542650128458,1000,60.71014397439195,0.2
2025-01-11 21:16:09.302198,-0.04069664147894775,1000,60.71014397439195,0.2
2025-01-11 21:16:09.303198,0.226313127274932,1000,60.71014397439195,0.2
2025-01-11 21:16:09.304198,0.5759688128134348,1000,60.71014397439195,0.2
2025-01-11 21:16:09.305198,1.471973412352747,1000,60.71014397439195,0.2
