timestamp,values,sample_rate,frequency,noise_level
2025-01-21 21:16:09.317959,0.0963728248225192,1000,42.11773329120629,0.2
2025-01-21 21:16:09.318959,-0.05031769480099513,1000,42.11773329120629,0.2
2025-01-21 21:16:09.319959,0.27055946835207034,1000,42.11773329120629,0.2
2025-01-21 21:16:09.320959,0.4937693772360856,1000,42.11773329120629,0.2
2025-01-21 21:16:09.321959,0.6622316117878787,1000,42.11773329120629,0.2
2025-01-21 21:16:09.322959,0.7784295061621241,1000,42.11773329120629,0.2
2025-01-21 21:16:09.323959,1.3591359353548291,1000,42.11773329120629,0.2
2025-01-21 21:16:09.324959,0.8698864937108999,1000,42.11773329120629,0.2
2025-01-21 21:16:09.325959,0.6560508746035842,1000,42.11773329120629,0.2
2025-01-21 21:16:09.326959,0.7866233407589456,1000,42.11773329120629,0.2
2025-01-21 21:16:09.327959,0.1379809789094662,1000,42.11773329120629,0.2
2025-01-21 21:16:09.328959,0.3429857711395733,1000,42.11773329120629,0.2
2025-01-21 21:16:09.329959,-0.00872354764850155,1000,42.11773329120629,0.2
2025-01-21 21:16:09.330959,-0.22314261254686296,1000,42.11773329120629,0.2
2025-01-21 21:16:09.331959,-0.6492266831360017,1000,42.11773329120629,0.2
2025-01-21 21:16:09.332959,-0.6870494905565518,1000,42.11773329120629,0.2
2025-01-21 21:16:09.333959,-1.1009906041161193,1000,42.11773329120629,0.2
2025-01-21 21:16:09.334959,-0.9788501477816769,1000,42.11773329120629,0.2
2025-01-21 21:16:09.335959,-1.28078626525383,1000,42.11773329120629,0.2
2025-01-21 21:16:09.336959,-0.8523838660017601,1000,42.11773329120629,0.2
2025-01-21 21:16:09.337959,-1.0012224610580451,1000,42.11773329120629,0.2
2025-01-21 21:16:09.338959,-0.556838322661037,1000,42.11773329120629,0.2
2025-01-21 21:16:09.339959,-0.5714926819751699,1000,42.11773329120629,0.2
2025-01-21 21:16:09.340959,-0.23880649692104702,1000,42.11773329120629,0.2
2025-01-21 21:16:09.341959,0.16806597521056632,1000,42.11773329120629,0.2
2025-01-21 21:16:09.342959,0.46201551209606095,1000,42.11773329120629,0.2
2025-01-21 21:16:09.343959,0.7252228068042267,1000,42.11773329120629,0.2
2025-01-21 21:16:09.344959,0.3863811634523964,1000,42.11773329120629,0.2
2025-01-21 21:16:09.345959,0.7654775140597136,1000,42.11773329120629,0.2
2025-01-21 21:16:09.346959,1.1502883004129185,1000,42.11773329120629,0.2
2025-01-21 21:16:09.347959,0.8385281132379582,1000,42.11773329120629,0.2
2025-01-21 21:16:09.348959,1.39579367827819,1000,42.11773329120629,0.2
2025-01-21 21:16:09.349959,0.7426866743040149,1000,42.11773329120629,0.2
2025-01-21 21:16:09.350959,0.7450450098812776,1000,42.11773329120629,0.2
2025-01-21 21:16:09.351959,0.6129401478528761,1000,42.11773329120629,0.2
2025-01-21 21:16:09.352959,0.3639444769850696,1000,42.11773329120629,0.2
2025-01-21 21:16:09.353959,-0.3228895043902337,1000,42.11773329120629,0.2
